artists,track_name,popularity,duration_ms,explicit,danceability,energy,valence,tempo,track_genre
Ecko;Lyanno,Como Antes,0,182346,False,0.712,0.584,0.891,180.082,reggaeton
Feid,Prohibidox,0,166253,False,0.647,0.801,0.517,180.108,reggaeton
Jhayco;Anuel AA,Ley Seca,0,263666,False,0.759,0.843,0.56,105.016,reggaeton
J Balvin;KAROL G;Nicky Jam;Crissin;Totoy El Frio;Natan & Shander,Poblado - Remix,0,392866,False,0.813,0.81,0.632,93.005,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,0,242573,False,0.756,0.646,0.429,176.088,reggaeton
Daddy Yankee,RUMBATÓN,5,248768,False,0.685,0.909,0.922,95.004,reggaeton
Feid,Feliz Cumpleaños Ferxxo,87,156400,False,0.87,0.55,0.566,95.019,reggaeton
Sebastian Yatra,Tacones Rojos,78,189333,False,0.746,0.844,0.934,123.014,reggaeton
J Balvin;Khalid,Otra Noche Sin Ti,0,228920,False,0.503,0.548,0.441,94.036,reggaeton
Migue Flow;El Cherry Scom,Pa Miami,51,134009,True,0.609,0.807,0.631,159.055,reggaeton
Kevin Roldan,PPP,0,129332,False,0.798,0.625,0.774,92.994,reggaeton
Drago200;Ak4:20,PAL '93,39,190129,True,0.712,0.799,0.771,87.647,reggaeton
31 Minutos,Lala - Lolo,41,87866,False,0.494,0.922,0.359,166.003,reggaeton
Bad Bunny;The Marías,Otro Atardecer,85,244444,False,0.777,0.595,0.546,108.02,reggaeton
Cauty;Hozwal,NO COGEMOS ESA,0,173333,True,0.65,0.681,0.44,89.886,reggaeton
J Balvin;Bad Bunny;Marciano Cantero,UN PESO,4,277106,False,0.627,0.675,0.961,79.31,reggaeton
Marcianeke;DONNER,Haciendo Billete,40,154794,True,0.787,0.364,0.391,150.008,reggaeton
Chino & Nacho;Daddy Yankee,Andas En Mi Cabeza,74,247493,False,0.671,0.954,0.556,104.114,reggaeton
Feid,Feliz Cumpleaños Ferxxo,1,155960,False,0.865,0.573,0.563,94.999,reggaeton
J Balvin,Sigo Extrañándote,6,201280,False,0.896,0.859,0.938,93.016,reggaeton
Jhayco;Bryant Myers,Deseos,2,220080,False,0.822,0.726,0.691,93.014,reggaeton
Jhayco;Anuel AA,Ley Seca,0,263666,False,0.759,0.843,0.56,105.016,reggaeton
Sebastian Yatra,Traicionera,2,230280,False,0.779,0.675,0.63,91.006,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,2,254920,True,0.795,0.845,0.769,170.023,reggaeton
Mariah Angeliq,Perreito,0,123680,True,0.737,0.607,0.528,179.957,reggaeton
J Balvin,Rosa,3,190253,False,0.637,0.583,0.305,176.025,reggaeton
Ozuna;TINI,Un Reel,62,203840,False,0.715,0.744,0.746,163.005,reggaeton
Daddy Yankee,Hula Hoop,4,236493,False,0.799,0.818,0.951,175.998,reggaeton
Anuel AA;KAROL G,Secreto,75,258800,False,0.807,0.803,0.706,91.987,reggaeton
Endo,Ya No Creo en el Amor,39,220055,True,0.74,0.711,0.601,170.026,reggaeton
Kevin Roldan,PPP,1,129332,False,0.798,0.625,0.774,92.994,reggaeton
Jay Wheeler;DJ Nelson;Myke Towers,La Curiosidad,80,219048,False,0.845,0.677,0.68,90.013,reggaeton
Chris Jedi;Ozuna;Brytiago,Bipolar,2,220080,False,0.782,0.697,0.416,76.031,reggaeton
Tainy;Anuel AA;Ozuna,Adicto,0,270740,False,0.734,0.836,0.622,80.002,reggaeton
Feid,Normal,80,171880,True,0.709,0.56,0.541,170.082,reggaeton
Alvaro Diaz,LENTITO,0,203546,False,0.584,0.803,0.339,108.049,reggaeton
Sebastian Yatra;Luis Figueroa;Lary Over,Por Perro,0,245360,False,0.684,0.762,0.905,172.015,reggaeton
Ñejo & Dalmata,Hoy Me Atrevo,0,208800,False,0.844,0.841,0.831,97.996,reggaeton
Brray;Rauw Alejandro,Te Pue' Cuidar,0,232013,False,0.602,0.785,0.582,95.038,reggaeton
Jhayco,Dime A Ve,0,213200,False,0.773,0.753,0.56,179.983,reggaeton
Randy;Ape Drums,23 (With Ape Drums),64,167504,True,0.828,0.724,0.896,96.058,reggaeton
El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,72,219000,True,0.922,0.927,0.796,129.978,reggaeton
Nigga;Flex,Desde Lejos,40,191573,False,0.651,0.746,0.754,84.689,reggaeton
Don Omar;Alexis y Fido,No Te Vayas,0,238346,False,0.635,0.731,0.611,187.997,reggaeton
Nigga;Flex,Me Muero,44,173320,False,0.682,0.757,0.928,80.044,reggaeton
Daddy Yankee,RUMBATÓN,3,248768,False,0.685,0.909,0.922,95.004,reggaeton
Bad Bunny;Jhayco,Tarot,91,237894,True,0.795,0.684,0.419,114.011,reggaeton
Camilo;Shakira;Pedro Capó,Tutu - Remix,61,164191,False,0.731,0.763,0.865,154.116,reggaeton
Harry Nach;Nikxz,Aborrecio,40,242005,True,0.831,0.818,0.29,120.015,reggaeton
Julianno Sosa;Keylon;Ak4:20,El Extendo,39,174915,True,0.833,0.601,0.774,140.008,reggaeton
"Endo;Farruko;Franco ""El Gorilla""",Dile a Tu Gato (feat. Farruko & Franco El Gorila),41,253500,False,0.769,0.905,0.81,165.961,reggaeton
Nacho;Jeeiph,Parece Modelo,0,191626,False,0.544,0.701,0.713,100.63,reggaeton
Chino & Nacho;Sixto Rein,Vive La Vida,1,238733,False,0.735,0.947,0.893,123.023,reggaeton
Daddy Yankee,Dura,0,200480,False,0.783,0.84,0.838,95.002,reggaeton
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,3,274946,False,0.626,0.769,0.237,127.949,reggaeton
Sebastian Yatra;Guaynaa,Chica Ideal,2,183240,False,0.574,0.891,0.707,100.978,reggaeton
Daddy Yankee,RUMBATÓN,0,248768,False,0.685,0.909,0.922,95.004,reggaeton
Chris Jedi;Joey Montana,Dale Hasta Abajo,0,211560,False,0.686,0.915,0.743,100.003,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Bad Bunny;Rauw Alejandro,Party,90,227628,False,0.829,0.799,0.471,97.013,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,3,242573,False,0.756,0.646,0.429,176.088,reggaeton
Ñejo & Dalmata,Pasarela,0,227466,False,0.798,0.821,0.526,95.004,reggaeton
Carlitos Junior;Ak4:20,Vivo Como Quiero,39,182892,False,0.83,0.509,0.21,118.006,reggaeton
Kevin Roldan,PPP,0,129332,False,0.798,0.625,0.774,92.994,reggaeton
Ñejo & Dalmata,Sexo En La Playa,0,218440,False,0.796,0.712,0.622,94.013,reggaeton
Lalo Ebratt;Trapical,Boomerang,0,181045,False,0.603,0.661,0.919,92.135,reggaeton
Feid;Dalex,Ron - Remix,3,187720,False,0.764,0.685,0.925,82.027,reggaeton
Daddy Yankee;Myke Towers;Jhayco,SÚBELE EL VOLUMEN,2,223366,True,0.83,0.623,0.614,101.036,reggaeton
Jhayco;Anuel AA,Ley Seca,77,263253,False,0.759,0.842,0.584,105.059,reggaeton
J Balvin;Bad Bunny;Marciano Cantero,UN PESO,83,277106,False,0.627,0.675,0.961,79.31,reggaeton
Hector & Tito;Víctor Manuelle,Ay Amor - Reggaeton,0,233013,False,0.588,0.771,0.657,179.968,reggaeton
Jhayco,Me Extraña,2,234520,False,0.755,0.767,0.232,156.001,reggaeton
Farruko;Tiësto,Pepas - Tiësto Remix,57,223384,True,0.769,0.688,0.387,130.026,reggaeton
Maluma,Hawái,77,199112,False,0.783,0.727,0.558,180.067,reggaeton
Marcianeke,Qué Le Echaste al Tussi Hermano,39,157182,True,0.888,0.536,0.728,98.052,reggaeton
Ozuna;Nesi,La Suzi,61,155933,False,0.541,0.544,0.456,98.015,reggaeton
Brytiago;Jhayco,Dispo,0,198813,False,0.877,0.661,0.434,89.998,reggaeton
Feid,Normal,0,171880,True,0.709,0.56,0.541,170.082,reggaeton
Mariah Angeliq,Perreito,0,123680,True,0.737,0.607,0.528,179.957,reggaeton
"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Sigan Bailando,0,291453,False,0.753,0.831,0.684,180.054,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Jairo Vera,Otra Vez,44,135000,False,0.812,0.379,0.573,95.961,reggaeton
J Balvin;Skrillex,In Da Getto,70,130666,False,0.924,0.723,0.643,126.998,reggaeton
KAROL G;Maldy,GATÚBELA,6,209160,False,0.627,0.858,0.342,92.523,reggaeton
Wisin & Yandel,Síguelo,0,215920,False,0.628,0.928,0.609,130.029,reggaeton
J Balvin;Willy William;Beyoncé,Mi Gente (feat. Beyoncé),64,209733,False,0.759,0.716,0.469,105.021,reggaeton
Farruko;David Guetta,Pepas - David Guetta Remix,56,264888,True,0.691,0.752,0.0465,126.983,reggaeton
El Alfa;Chael Produciendo;CJ;El Cherry Scom,La Mamá de la Mamá,72,219000,True,0.922,0.927,0.796,129.978,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Ozuna,Mañana,73,192320,False,0.865,0.522,0.692,91.015,reggaeton
J Balvin;Bad Bunny;Marciano Cantero,UN PESO,3,277106,False,0.627,0.675,0.961,79.31,reggaeton
Joey Montana;Lalo Ebratt,No Te Va,0,204880,False,0.844,0.934,0.647,96.983,reggaeton
Jay Wheeler;Mora,Suelta,76,243934,False,0.859,0.553,0.338,122.048,reggaeton
Bad Bunny;Ozuna;Farruko;Arcangel;Ñengo Flow;DJ Luian;Mambo Kingz,Diles,83,286040,True,0.813,0.56,0.287,118.033,reggaeton
Alejo;Feid;ROBI,Pantysito,82,240413,True,0.83,0.739,0.631,97.993,reggaeton
Cali Y El Dandee;Sebastian Yatra,Locura,0,209440,False,0.758,0.778,0.532,92.983,reggaeton
Ozuna;Feid,Hey Mor,75,196600,False,0.901,0.589,0.399,98.002,reggaeton
KAROL G,BICHOTA,3,178946,True,0.863,0.666,0.838,163.908,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,0,217361,False,0.904,0.817,0.753,101.988,reggaeton
"Héctor ""El Father""",Voy Subiendo,0,256893,False,0.75,0.916,0.505,92.004,reggaeton
Jhayco;Anuel AA,Ley Seca,0,263666,False,0.759,0.843,0.56,105.016,reggaeton
KAROL G;Maldy,GATÚBELA,10,209160,False,0.627,0.858,0.342,92.523,reggaeton
KAROL G,SEJODIOTO,2,181106,True,0.822,0.736,0.679,175.93,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Si No Te Quisiera,0,185480,False,0.705,0.874,0.788,128.02,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,0,217361,False,0.904,0.817,0.753,101.988,reggaeton
Daddy Yankee;Natalia Jiménez,La Noche De Los Dos,0,223360,False,0.762,0.79,0.748,129.988,reggaeton
Eyci and Cody,Amémonos a Escondidas,39,251226,False,0.761,0.909,0.555,99.999,reggaeton
Ozuna,Días y Meses,62,192320,False,0.842,0.579,0.7,95.005,reggaeton
Ozuna;Danny Ocean,4:22,63,193360,False,0.771,0.727,0.649,104.035,reggaeton
J Balvin,Reggaeton,0,158800,False,0.747,0.74,0.552,176.062,reggaeton
Ozuna;Manuel Turizo,Vaina Loca,74,176133,False,0.754,0.805,0.555,93.982,reggaeton
Bad Bunny;Drake,MIA,0,210367,False,0.817,0.539,0.158,97.061,reggaeton
Yandel;Sebastian Yatra;Manuel Turizo,En Cero,1,223586,False,0.733,0.783,0.634,93.018,reggaeton
Feid,Si Te La Encuentras Por Ahí,1,191506,False,0.736,0.569,0.433,171.973,reggaeton
Joey Montana;Sebastian Yatra,Suena El Dembow,0,195760,False,0.69,0.858,0.755,91.884,reggaeton
Feid,Si Te La Encuentras Por Ahí,2,191506,False,0.736,0.569,0.433,171.973,reggaeton
Joey Montana;Sebastian Yatra,Suena El Dembow,1,195760,False,0.69,0.858,0.755,91.884,reggaeton
Don Omar,Pobre Diabla,2,255680,False,0.741,0.787,0.771,91.993,reggaeton
Feid,Normal,2,171880,True,0.709,0.56,0.541,170.082,reggaeton
Alex Sensation;Myke Towers;Jhayco;Arcangel;De La Ghetto;Darell,La Calle,1,292946,False,0.77,0.813,0.717,98.025,reggaeton
J Balvin;Willy William;Beyoncé,Mi Gente (feat. Beyoncé),63,209733,False,0.759,0.716,0.469,105.021,reggaeton
Boza,Hecha Pa' Mi,75,186133,False,0.725,0.756,0.828,100.07,reggaeton
Young Cister,Lemon Kush,41,176721,True,0.709,0.697,0.751,82.495,reggaeton
Mariah Angeliq;Bad Gyal;Maria Becerra,BOBO,0,224760,True,0.714,0.818,0.541,92.004,reggaeton
Kevin Roldan,Mamasita,0,151986,False,0.81,0.717,0.687,95.08,reggaeton
Kevin Roldan,Mamasita,0,151986,False,0.81,0.717,0.687,95.08,reggaeton
Jhayco;Nio Garcia;Casper Magico;Bryant Myers,Deseos - Remix,0,238106,True,0.843,0.731,0.636,93.013,reggaeton
31 Minutos,"Drácula, Calígula, Tarántula - Coágula Espátulo",39,173549,False,0.816,0.799,0.884,134.982,reggaeton
Makano,Cuéntame,39,179316,False,0.742,0.804,0.49,166.006,reggaeton
Wisin & Yandel,Sexy Movimiento,0,211920,False,0.787,0.858,0.814,105.0,reggaeton
KAROL G;Bad Bunny,Ahora Me Llama,4,233293,True,0.652,0.577,0.123,135.009,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,76,217773,False,0.891,0.819,0.768,101.968,reggaeton
Myke Towers,Luces De Neón,80,219789,True,0.747,0.619,0.567,94.98,reggaeton
Nio Garcia;Casper Magico;Bad Bunny;Darell;Ozuna;Nicky Jam,Te Boté - Remix,78,417920,True,0.903,0.675,0.442,96.507,reggaeton
Nacho;Yandel;Bad Bunny;Mambo Kingz;DJ Luian,Báilame - Remix,0,217080,False,0.791,0.866,0.71,96.013,reggaeton
Lalo Ebratt;Sebastian Yatra;Yera;Trapical Minds,Déjate Querer,1,202823,False,0.755,0.792,0.842,106.015,reggaeton
Alejo;Feid;ROBI,Pantysito,0,240413,True,0.83,0.739,0.631,97.993,reggaeton
Bad Bunny,Tití Me Preguntó,97,243716,False,0.65,0.715,0.187,106.672,reggaeton
Bad Bunny;ROSALÍA,LA NOCHE DE ANOCHE,82,203200,False,0.856,0.618,0.391,81.993,reggaeton
Don Omar;Sharlene Taule,Encanto,1,195400,False,0.744,0.871,0.902,172.03,reggaeton
"Tito ""El Bambino""","Sol, Playa Y Arena",0,188320,False,0.823,0.656,0.713,94.038,reggaeton
Young Cister,Casi Amor De Verano,43,210829,False,0.598,0.672,0.533,175.952,reggaeton
J Balvin,Sigo Extrañándote,0,201280,False,0.896,0.859,0.938,93.016,reggaeton
Daddy Yankee,RUMBATÓN,2,248768,False,0.685,0.909,0.922,95.004,reggaeton
Nacho;Nicky Jam,Mona Lisa,0,185386,False,0.816,0.776,0.704,94.996,reggaeton
Anuel AA;KAROL G,Secreto,2,258799,False,0.807,0.803,0.706,91.982,reggaeton
Wisin & Yandel,Me Estas Tentando,0,229173,False,0.81,0.916,0.794,116.009,reggaeton
Rvssian;Anuel AA;Juice WRLD,No Me Ame,63,180000,False,0.68,0.766,0.28,160.095,reggaeton
J Balvin,Morado,2,200666,False,0.881,0.696,0.781,97.002,reggaeton
Forest,La Oficial,41,207537,False,0.865,0.758,0.686,105.951,reggaeton
Simon la Letra,Fantasias,40,198676,False,0.686,0.627,0.654,170.125,reggaeton
Kevin Roldan,PPP,0,129332,False,0.798,0.625,0.774,92.994,reggaeton
Camilo;Pedro Capó,Tutu,65,179339,False,0.727,0.838,0.933,145.995,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,3,242573,False,0.756,0.646,0.429,176.088,reggaeton
Don Omar;Lucenzo,Danza Kuduro,69,198386,False,0.701,0.896,0.896,130.067,reggaeton
Joey Montana;Sebastian Yatra,Suena El Dembow,2,195760,False,0.69,0.858,0.755,91.884,reggaeton
Jerry Di,El Diablo,1,184853,False,0.863,0.768,0.673,107.971,reggaeton
Jhayco;Anuel AA,Ley Seca,0,263666,False,0.759,0.843,0.56,105.016,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,1,192477,True,0.812,0.855,0.573,90.04,reggaeton
Franky Style,Otra Champeta,38,216774,True,0.876,0.48,0.206,124.013,reggaeton
Jhayco;Ozuna,Easy - Remix,1,219866,False,0.891,0.748,0.401,94.06,reggaeton
Mazapán,Ronda de los Amigos,39,107129,False,0.612,0.425,0.64,142.962,reggaeton
Daddy Yankee;Wisin & Yandel,Si Supieras,3,241880,False,0.691,0.894,0.623,184.018,reggaeton
Sayian Jimmy;yammir;Nysix Music,Decia Que Era Mia,41,215172,True,0.705,0.774,0.696,174.071,reggaeton
Ñejo & Dalmata,Sexo En La Playa,0,218440,False,0.796,0.712,0.622,94.013,reggaeton
Ozuna,Favorita,65,208133,False,0.783,0.489,0.732,170.003,reggaeton
Feid,Feliz Cumpleaños Ferxxo,2,155960,False,0.865,0.573,0.563,94.999,reggaeton
Alejo;Feid;ROBI,Pantysito,1,240413,True,0.83,0.739,0.631,97.993,reggaeton
Sebastian Yatra;Ñejo;Dalmata,Mañana No Hay Clase (24/7),0,202080,False,0.78,0.728,0.824,179.972,reggaeton
Don Omar,Salió El Sol,0,317280,False,0.886,0.708,0.965,109.976,reggaeton
Juan Magán;Maffio,Tentándome,0,168746,False,0.647,0.816,0.725,119.826,reggaeton
Mariah Angeliq;Lele Pons,Sucio Y Lento,0,222386,False,0.717,0.758,0.96,175.951,reggaeton
Fuego;Nicky Jam;De La Ghetto;Amenazzy;C. Tangana,Good Vibes - Official Remix,3,236906,False,0.757,0.614,0.279,100.037,reggaeton
Sebastian Yatra;Myke Towers,Pareja Del Año,0,195333,False,0.715,0.61,0.771,79.973,reggaeton
Feid,Feliz Cumpleaños Ferxxo,84,155960,False,0.865,0.573,0.563,94.999,reggaeton
Feid,Prohibidox,7,166253,False,0.647,0.801,0.517,180.108,reggaeton
Kendo Kaponi,Te Ando Buscando,40,193548,True,0.746,0.762,0.761,91.976,reggaeton
Franky Style;C.R.O,Chance,43,260257,True,0.851,0.61,0.64,119.942,reggaeton
Panam y Circo,Canción para Bañarse (La Pata Tiene Olor a Pata),37,136320,False,0.903,0.849,0.474,101.017,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
Paulo Londra;Duki,Party en el Barrio (feat. Duki),83,236143,True,0.527,0.665,0.546,135.026,reggaeton
Don Omar,Guaya Guaya,1,194013,False,0.787,0.872,0.696,92.025,reggaeton
Ecko,Mujer,0,157213,False,0.67,0.713,0.4,163.0,reggaeton
KAROL G;Maldy,GATÚBELA,3,209160,False,0.627,0.858,0.342,92.523,reggaeton
Jhayco;J Balvin;Bad Bunny,No Me Conoce - Remix,82,309120,False,0.806,0.786,0.58,91.973,reggaeton
Lalo Ebratt;Trapical,Mocca,0,200293,False,0.786,0.696,0.591,97.956,reggaeton
Anuel AA;KAROL G,Secreto,1,258799,False,0.807,0.803,0.706,91.982,reggaeton
Don Omar,Pobre Diabla,1,255680,False,0.741,0.787,0.771,91.993,reggaeton
Luny Tunes;Don Omar;Sharlene;Maluma,La Fila,0,203760,False,0.726,0.931,0.574,118.069,reggaeton
Daddy Yankee,Limbo,2,224800,False,0.805,0.878,0.922,124.994,reggaeton
Wisin & Yandel,Pegao,0,234546,False,0.792,0.804,0.807,96.041,reggaeton
Rvssian;Future;Lil Baby,M&M,1,192301,True,0.739,0.525,0.418,139.086,reggaeton
J Balvin;Maria Becerra,Qué Más Pues?,0,217361,False,0.904,0.817,0.753,101.988,reggaeton
Feid;J Balvin;Maluma;Nicky Jam;Sech;Justin Quiles,PORFA - Remix,0,333800,True,0.793,0.737,0.697,167.969,reggaeton
Mariah Angeliq,Perreito,0,123680,True,0.737,0.607,0.528,179.957,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,1,192477,True,0.812,0.855,0.573,90.04,reggaeton
Maluma,Sobrio,81,201180,False,0.762,0.77,0.631,177.998,reggaeton
Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Dura - Remix,0,242160,False,0.772,0.803,0.853,94.98,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,0.573,90.04,reggaeton
Zion & Lennox,Yo Voy (feat. Daddy Yankee),84,232019,False,0.808,0.697,0.554,95.06,reggaeton
Daddy Yankee;Bad Bunny,X ÚLTIMA VEZ,2,192477,True,0.812,0.855,0.573,90.04,reggaeton
Nacho;Wisin;Noriel,No Te Vas - Remix,0,227226,False,0.812,0.764,0.803,93.995,reggaeton
Bad Bunny;Jhayco,DÁKITI,83,205090,True,0.731,0.573,0.145,109.928,reggaeton
Feid,Normal,85,171986,True,0.712,0.557,0.594,170.079,reggaeton
Daddy Yankee,RUMBATÓN,1,248768,False,0.685,0.909,0.922,95.004,reggaeton
Feid;Nacho,911,2,221760,False,0.798,0.857,0.581,102.998,reggaeton
Bad Bunny;Daddy Yankee,La Santa,84,206420,True,0.744,0.868,0.586,93.037,reggaeton
Bad Bunny;El Alfa,La Romana,77,300579,True,0.655,0.725,0.326,125.8,reggaeton
Sebastian Yatra;Guaynaa,Chica Ideal,0,183240,False,0.574,0.891,0.707,100.978,reggaeton
Angel Y Khriz,Ayer La Vi,0,236080,False,0.732,0.896,0.787,99.946,reggaeton
Fuego,Loco Por Llegar,0,187026,False,0.795,0.68,0.694,95.009,reggaeton
Brray,Bichotes Con Clase,0,193400,True,0.786,0.825,0.752,180.026,reggaeton
Don Omar,Pobre Diabla,0,255680,False,0.741,0.787,0.771,91.993,reggaeton
J Balvin;Pitbull;Camila Cabello,Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),37,195040,False,0.713,0.952,0.571,105.981,reggaeton
J Balvin,Reggaeton,0,158800,False,0.747,0.74,0.552,176.062,reggaeton
KAROL G,SEJODIOTO,79,181106,True,0.822,0.736,0.679,175.93,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,0,254920,True,0.795,0.845,0.769,170.023,reggaeton
J Balvin;Dua Lipa;Bad Bunny;Tainy,UN DIA (ONE DAY) (Feat. Tainy),75,232253,False,0.571,0.693,0.393,168.169,reggaeton
Jhayco;Nio Garcia;Casper Magico;Bryant Myers,Deseos - Remix,0,238106,True,0.843,0.731,0.636,93.013,reggaeton
"Wisin & Yandel;Tego Calderón;Franco ""El Gorilla""",Sigan Bailando,0,291453,False,0.753,0.831,0.684,180.054,reggaeton
"Wisin & Yandel;Franco ""El Gorilla"";Jayko",Me Estas Tentando - Remix,0,264306,False,0.819,0.897,0.805,116.019,reggaeton
J Balvin;Jay Wheeler,OTRO FILI,3,202546,False,0.855,0.638,0.641,81.988,reggaeton
Kevin Roldan,BB,0,125840,False,0.782,0.616,0.888,171.841,reggaeton
Don Omar;Plan B,Hooka,2,238386,False,0.733,0.859,0.845,170.047,reggaeton
Juan Magán;Belinda;Lapiz Conciente,Si No Te Quisiera,0,185480,False,0.705,0.874,0.788,128.02,reggaeton
Pitizion;Adso Alejandro;Andy Clay,Apatía - The Beautyscape Remix,0,173186,False,0.688,0.816,0.343,176.102,reggaeton
Wisin & Yandel;Chris Brown;T-Pain,Algo Me Gusta De Ti,0,274946,False,0.626,0.769,0.237,127.949,reggaeton
Daddy Yankee,Gasolina,82,192600,False,0.852,0.797,0.741,96.008,reggaeton
Juan Magán;Mariah Angeliq;Yera,Amigos,0,177333,False,0.74,0.63,0.763,89.952,reggaeton
Justin Quiles;Robin Schulz,AEIOU,74,161880,False,0.689,0.856,0.706,126.108,reggaeton
Brytiago;Darell,Olvidando,1,229013,False,0.767,0.672,0.585,171.996,reggaeton
Chino & Nacho,Niña Bonita,0,217480,False,0.675,0.924,0.643,120.069,reggaeton
El Futuro Fuera De Orbita;Pablo Chill-E,"Peine Caracol, Vol. 2",39,190593,True,0.767,0.94,0.675,118.992,reggaeton
Daddy Yankee;Wisin & Yandel,Si Supieras,9,241880,False,0.691,0.894,0.623,184.018,reggaeton
Justin Quiles;Robin Schulz,AEIOU,0,161880,False,0.689,0.856,0.706,126.108,reggaeton
Tony Dize;Plan B;Don Omar,Solos - Remix,50,224266,False,0.738,0.702,0.961,167.978,reggaeton
Daddy Yankee;Pitbull;Lil Jon;Noriega;DJ Buddha,"Gasolina (with Pitbull, Lil Jon, Noriega, Dj Buddha) - Dj Buddha Remix",55,283040,False,0.714,0.817,0.637,96.021,reggaeton
KAROL G,SEJODIOTO,1,181106,True,0.822,0.736,0.679,175.93,reggaeton
Bad Bunny,TE MUDASTE,81,130013,True,0.811,0.637,0.471,92.025,reggaeton
Chris Jedi;Young Miko;Lunay,Condado,0,232813,True,0.804,0.825,0.662,92.02,reggaeton
Natti Natasha;Becky G,Ram Pam Pam,65,200706,True,0.909,0.785,0.903,96.984,reggaeton
Young Cister,Chat,39,181930,True,0.83,0.364,0.248,140.093,reggaeton
J Balvin,Sigo Extrañándote,6,201280,False,0.896,0.859,0.938,93.016,reggaeton
Jhayco;KAROL G;Haze,Deséame Suerte,0,208160,False,0.723,0.622,0.538,94.024,reggaeton
Lunay;Daddy Yankee;Bad Bunny,Soltera - Remix,75,266086,False,0.795,0.783,0.799,92.01,reggaeton
Mariah Angeliq;Bad Gyal;Maria Becerra,BOBO,0,224760,True,0.714,0.818,0.541,92.004,reggaeton
De La Ghetto,Sensacion Del Bloque,0,182186,True,0.709,0.726,0.405,92.014,reggaeton
KAROL G;Mariah Angeliq,EL MAKINON,1,209160,False,0.689,0.705,0.456,89.109,reggaeton
Chris Jedi;Anuel AA;Chencho Corleone;Ñengo Flow,La Llevo Al Cielo,2,254920,True,0.795,0.845,0.769,170.023,reggaeton
Golpe a Golpe,La Chinita de los Ojos Cafés,44,201363,False,0.88,0.74,0.858,91.978,reggaeton
J Balvin;Bad Bunny,QUE PRETENDES,0,222346,False,0.639,0.791,0.933,92.603,reggaeton
J Balvin;Bad Bunny,LA CANCIÓN,2,242573,False,0.756,0.646,0.429,176.088,reggaeton
J Balvin,Ambiente,4,249253,False,0.789,0.736,0.782,81.014,reggaeton
Yamal and George;George Mayer;Yamal,Buscándote,38,193376,False,0.876,0.621,0.733,91.99,reggaeton
Ricardo Silva,Tema de Digimon 2 Impacto Rojo,40,271973,False,0.548,0.622,0.557,160.278,reggaeton
Bad Bunny,Moscow Mule,94,245939,True,0.804,0.674,0.292,99.968,reggaeton
Ozuna;Tokischa;Louchie Lou;Michie One,Somos Iguales,58,172413,False,0.836,0.64,0.435,97.013,reggaeton
"Gotay ""El Autentiko"";Ele A El Dominio",Yo Me La Robé,0,221173,True,0.822,0.554,0.265,99.967,reggaeton
Jay Wheeler;DJ Nelson;Myke Towers,La Curiosidad,80,219048,False,0.845,0.677,0.68,90.013,reggaeton
Joey Montana;Mike Bahía,Se Siente Bien,0,237880,False,0.589,0.419,0.716,94.099,reggaeton
Jhayco;Bad Bunny,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,0.304,92.988,reggaeton
Greeicy,Más Fuerte,0,184306,False,0.82,0.809,0.553,92.007,reggaeton
Daddy Yankee;Divino,Nada Ha Cambiao’,0,190000,True,0.735,0.906,0.71,92.023,reggaeton
